"","con1","con2","treat1","treat2","con3","con4","treat3","treat4"
"TSPAN3",142,160,262,190,193,157,272,203
"AC087465.1",68,32,29,46,95,74,54,36
"AC060773.1",48,30,31,44,44,34,31,32
"AC046168.1",670,450,702,734,596,494,729,557
"AC046168.2",703,682,435,367,814,710,508,396
"CSPG4P13",98,63,112,79,52,54,75,73
"AC104758.1",66,66,105,84,48,48,82,57
"AC090607.4",767,624,586,554,901,757,762,540
"AC011270.1",13116,10872,14371,13646,14632,13081,16687,13552
"HYKK",916,619,768,791,943,733,809,649
"AC022748.1",992,892,722,634,587,530,673,544
"ADAMTS7",102,87,88,71,65,112,120,83
"RASGRF1",286,257,169,138,282,263,185,105
"ANKRD34C",2977,2403,3688,3761,3180,2541,3845,3283
"TMED3",427,410,453,429,441,410,460,382
"AC027811.1",234,166,247,261,203,181,263,193
"AC023968.2",311,274,360,310,229,225,302,238
"ST20",620,467,613,703,606,478,790,614
"AC015871.8",1447,1263,1848,1522,1497,1400,1823,1539
"AC087761.1",137,101,104,100,38,50,106,96
"LINC00927",398,280,465,500,405,333,508,398
"ARNT2",21,21,9,11,32,21,19,15
"AC016705.1",1177,962,1126,1053,1275,1151,1384,1087
"MIR5572",4657,3773,4969,4995,4425,3553,5554,4048
"AC023302.2",219,152,280,229,216,192,268,216
"MIR549A",210,179,153,130,143,124,126,86
"AC027808.2",730,665,776,698,563,521,701,551
"AC068870.2",71,52,29,31,52,56,41,32
"CFAP161",528,414,376,302,580,496,413,374
"AC068870.3",62,45,40,23,36,33,40,49
"AC109809.1",233,180,214,216,295,257,216,199
"AC060809.1",126,132,112,90,113,135,117,108
"UBE2Q2P2",402,342,460,482,543,453,572,439
"GOLGA6L9",1470,1368,1969,1645,2212,2051,2882,2127
"UBE2Q2P6",689,618,585,496,674,634,534,428
"DNM1P38",73,83,94,77,36,27,76,42
"AC245033.4",563,547,627,470,591,525,544,442
"CPEB1",124,119,80,71,170,155,108,87
"AC105339.1",202,177,188,203,247,235,228,190
"AC105339.3",561,457,796,834,665,579,893,753
"WHAMM",725,652,759,593,703,658,799,599
"HOMER2",77,36,67,75,58,50,86,75
"AC022558.1",1706,1275,1749,1942,1889,1499,1936,1729
"AC024270.1",1031,843,754,694,1003,892,786,660
"TM6SF1",37,29,16,17,30,22,20,14
"EFL1P1",1034,919,934,844,1162,1078,1300,974
"DNM1P41",78,65,80,43,119,130,103,76
"RN7SL331P",155,149,125,127,168,141,155,134
"UBE2Q2P11",18,11,8,9,9,21,13,11
"AC243562.3",171,143,181,167,189,194,210,170
"UBE2Q2P12",25,36,19,21,32,30,35,26
"AC048382.3",621,542,714,650,538,504,717,596
"UBE2Q2P1",401,277,358,322,381,329,385,299
"ZSCAN2",165,115,276,305,197,179,264,192
"AC048382.1",1571,1440,1550,1338,1670,1591,1706,1294
"EGLN1P1",631,517,471,486,480,428,497,403
"NMB",276,200,314,305,226,193,316,232
"SEC11A",569,502,392,344,516,491,423,330
"AC012291.3",346,267,400,388,463,463,481,375
"AC012291.2",395,379,277,212,343,337,366,277
"AC012291.1",663,437,613,663,679,600,672,528
"RNU6-796P",78,63,62,66,141,126,84,62
"PDE8A",226,151,188,176,216,156,181,136
"CSPG4P12",256,223,420,377,350,296,485,323
"RNU7-79P",518,453,313,282,477,409,336,250
"AC104046.1",4231,3777,3825,3464,4238,3841,3638,2643
"AC021739.2",1620,1493,1875,1511,1464,1345,2001,1454
"MIR1276",1450,1129,1820,1684,1267,1089,1872,1404
"AC021739.1",114,94,154,106,126,94,166,134
"RNA5SP400",41,32,33,29,15,26,27,15
"AC016180.2",355,279,501,346,398,359,551,401
"AC012229.1",194,131,318,339,222,181,304,235
"AC103871.1",232,160,191,256,210,165,212,171
"MED28P6",853,786,427,306,1284,1174,619,467
"MRPL46",30,33,37,24,37,38,43,22
"AC013489.1",468,349,505,537,424,316,496,389
"MRPS11",975,781,948,896,993,992,1086,864
"LINC01586",632,582,625,529,696,598,589,470
"MIR1179",79,54,109,139,63,59,93,72
"MFGE8",428,373,384,330,201,179,306,248
"AC067805.1",833,642,892,946,864,745,1177,844
"AC107954.1",1337,1328,1313,1008,1247,1157,1370,1058
"RNU7-195P",1604,1450,1592,1453,1963,1791,1871,1354
"AC133637.2",12,11,16,13,24,34,30,20
"MIR9-3HG",1537,1262,1668,1630,1427,1252,1857,1429
"TICRR",173,113,201,185,181,135,216,206
"KIF7",14,6,19,14,20,19,14,12
"PEX11A",815,585,671,668,919,783,692,622
"RPL36AP43",82,71,77,94,94,84,83,72
"WDR93",7190,6011,10417,9495,7090,6224,9360,6603
"ANPEP",282,244,290,263,429,412,457,321
"AC027176.2",162,131,171,155,194,175,177,152
"RNU6-1111P",1108,908,1029,989,1463,1253,1375,1042
"RNU7-111P",1887,1546,1548,1457,1667,1493,1586,1305
"IDH2",1068,782,852,917,1036,842,1050,812
"AC091167.1",37,22,13,31,49,39,25,28
"AC091167.5",4569,3481,3748,3561,3541,3181,3792,3220
"AC018946.1",20,16,5,9,20,13,13,15
"CRTC3",74,44,56,42,75,66,54,37
"AC103739.3",75,50,83,101,90,89,120,100
"AC124248.1",168,139,109,92,249,210,117,108
"RN7SL363P",278,229,366,380,480,397,481,351
"AC068831.3",2088,1693,2477,2394,2179,1885,2677,2052
"RCCD1-AS1",560,464,614,563,469,435,564,444
"PRC1-AS1",319,239,248,192,381,306,270,197
"VPS33B-DT",284,219,383,339,249,246,390,313
"AC068831.4",471,385,538,455,501,431,528,395
"SV2B",327,291,389,353,446,373,430,375
"AC107958.3",24840,18195,20592,22464,22105,18395,21198,17079
"AC107958.1",1160,987,1083,955,1032,940,1136,877
"C15orf32",347,269,218,219,235,206,212,186
"LINC00930",112,98,100,65,163,151,130,110
"AC091544.2",641,546,592,514,717,670,676,541
"AC091544.4",663,521,692,650,676,574,732,584
"AC091544.3",113,77,188,157,52,37,154,121
"AC091544.6",801,662,986,945,1017,920,1233,976
"HMGN1P38",851,654,884,1056,988,786,1284,885
"ASB9P1",95,77,80,102,129,112,136,94
"AC013394.1",1028,947,901,737,1346,1201,1180,823
"YBX2P2",356,263,310,326,243,196,330,222
"AC091078.2",31,30,28,18,47,33,39,37
"LINC01579",14,17,13,11,35,40,40,22
"AC103996.2",2617,2378,2845,2364,2394,2074,2377,1851
"LINC01581",170,126,126,142,206,186,193,128
"AC135626.1",127,113,139,188,162,164,189,138
"LINC02852",841,615,1101,995,918,742,1195,858
"AC104260.1",25,25,39,28,32,28,27,31
"AC104260.3",3104,2357,2509,2285,2712,2484,2652,2265
"AC015574.1",873,804,571,487,1336,1246,827,657
"NR2F2",1026,855,1460,1298,1032,829,1427,1062
"AC087477.4",272,234,168,160,256,206,173,135
"AC110588.1",3559,3226,3597,3012,3222,2760,3425,2624
"FAM149B1P1",284,233,323,385,324,261,376,306
"LINC02251",124,115,179,164,133,129,201,164
"AC103968.1",1133,934,1764,1556,1115,914,1764,1307
"AC055807.1",998,754,1109,982,925,777,1155,960
"PGPEP1L",1187,1124,1115,834,1113,1154,1252,899
"AC036108.2",175,113,159,199,83,81,135,105
"LINC02244",2015,1747,2526,2201,1942,1810,2674,2077
"MEF2A",343,229,189,194,383,318,193,191
"RN7SL484P",47,19,19,20,12,14,13,11
"AC090825.1",29,33,20,22,29,27,16,22
"AC084855.2",1639,1525,1554,1305,2174,2054,2168,1709
"SPATA41",11673,9700,13848,12784,10014,9532,15582,13196
"CERS3",200,118,236,219,168,159,220,195
"RNU6-181P",49,53,28,22,51,43,33,28
"ASB7",103,87,102,91,127,117,108,108
"AC090695.1",975,749,1155,1159,967,836,1368,1069
"AC015712.3",530,357,541,536,517,455,598,494
"AC015712.7",1643,1270,2139,2362,1640,1391,2733,2343
"LRRK1",164,136,114,107,204,171,143,124
"AC090907.2",92,78,98,95,93,62,103,84
"AC090907.3",261,235,254,289,327,306,279,234
"AC019254.1",817,653,675,598,844,736,809,650
"SNRPA1",359,288,412,435,476,411,560,424
"PCSK6-AS1",386,288,477,470,373,369,528,419
"AC090164.2",1299,1022,1523,1626,1641,1337,1844,1393
"AC090164.3",377,330,128,117,352,339,197,140
"SNRPCP18",131,117,109,103,159,143,129,90
"AC090164.1",1648,1345,1298,1200,1200,1070,1280,897
"OR4F14P",326,248,294,248,470,425,366,294
"MIR6859-3",30,29,32,30,41,35,44,44
"DDX11L9",321,171,247,288,309,248,345,231
"MIR6859-4",1883,1694,1714,1552,2093,1935,1799,1349
"Z84723.1",243,220,194,218,308,257,234,179
"WASIR2",240,250,219,194,314,291,291,216
"IL9RP3",157,169,127,129,115,108,128,102
"MPG",3077,2481,2201,2131,2961,2654,2818,2118
"HBA2",396,340,415,307,443,382,370,269
"HBA1",907,644,801,872,1011,851,1212,934
"Z84721.1",251,232,317,243,411,405,456,362
"Z69667.1",79,66,43,54,61,51,61,43
"PDIA2",151,157,185,134,179,166,201,171
"PGAP6",357,253,293,310,410,342,291,233
"Z97634.1",14,20,12,14,29,29,22,20
"NME4",1785,1577,2427,1979,1572,1487,2344,1818
"AL022341.1",1255,889,1352,1454,1380,1143,1482,1146
"RHBDL1",347,248,455,525,428,421,585,395
"LINC02867",1016,724,1060,1084,784,645,989,771
"Z92544.2",5955,4773,4673,4669,4975,4099,4960,3789
"Z92544.1",17,19,47,35,15,16,31,30
"Z97653.1",32,28,24,25,9,7,18,23
"CIAO3",52,55,53,48,54,54,42,28
"MIR662",863,778,729,647,941,841,783,604
"RPUSD1",373,281,448,424,374,307,489,356
"AC009041.3",21,15,25,18,27,12,21,15
"AC120498.8",405,347,297,240,501,396,358,281
"TPSG1",568,415,843,750,694,610,1089,798
"AC120498.10",42,29,31,30,21,32,26,21
"TPSAB1",340,288,296,227,343,331,370,277
"TPSD1",18,13,19,24,16,18,23,13
"PRSS29P",290,243,154,142,340,287,224,188
"AC120498.7",2824,2667,2847,2352,2920,2784,3235,2521
"AC120498.4",66,46,37,48,69,71,48,39
"BAIAP3",1051,832,970,1060,1110,947,1229,903
"AL031709.1",39,47,66,49,132,111,112,90
"UNKL",1646,1298,2064,1973,2090,1733,2279,1689
"CLCN7",174,159,145,119,222,187,224,148
"AL031719.1",49,38,65,47,26,22,52,39
"AL031719.2",31,26,36,42,41,30,39,32
"Z97633.1",712,539,918,917,694,602,1026,737
"AL133297.1",106,85,112,88,144,117,155,126
"Z97652.1",68,57,49,46,55,42,63,54
"MAPK8IP3",669,562,718,611,677,581,746,559
"AL031717.1",488,404,368,335,657,601,596,444
"AL031722.1",17,23,7,7,19,21,8,7
"RPL3L",1187,1017,1348,1249,1236,1134,1614,1313
"AC005363.2",895,675,1475,1533,911,795,1565,1174
"TBL3",53,52,54,42,54,57,62,68
"PKD1",846,624,1096,1131,1038,930,1257,960
"MIR1225",359,244,410,438,406,322,447,329
"AC009065.3",47,46,32,35,48,39,47,29
"PGP",273,208,376,393,180,154,323,260
"AC009065.1",1550,1256,1669,1545,1446,1231,1607,1362
"DNASE1L2",89,79,25,29,97,79,52,41
"AC009065.8",147,142,99,82,55,41,68,38
"RNPS1",17,18,8,12,9,14,14,8
"MIR6767",300,269,341,407,361,324,462,282
"AC106820.3",605,508,465,357,734,667,629,433
"TEDC2",333,268,306,255,133,102,207,164
"MIR6768",1909,1517,2210,2091,2179,1913,2632,2118
"AC093525.2",746,585,736,700,723,602,736,592
"MIR3178",62,66,79,58,49,53,62,51
"AC093525.6",665,540,786,820,858,775,994,735
"AC093525.5",80,52,49,42,44,43,70,40
"AC141586.5",221,189,100,98,188,189,132,105
"AC092117.2",2908,2500,3640,3241,2452,2263,3240,2323
"PRSS27",96,72,53,57,116,82,112,69
"SRRM2-AS1",48,50,32,27,48,38,54,37
"SRRM2",895,733,981,996,1219,1034,1348,989
"SNORA3C",1496,1191,1777,1667,1668,1554,2037,1430
"RPL23AP86",19,9,12,16,20,19,21,17
"AC004034.1",126,97,101,116,105,100,131,76
"KREMEN2",53,32,12,9,21,39,9,14
"AC004233.3",356,299,359,359,404,376,400,323
"TNFRSF12A",489,488,726,544,376,383,855,601
"BICDL2",176,115,210,192,242,191,211,156
"IL32",416,316,500,496,427,398,649,501
"RNU1-125P",113,69,78,65,80,83,77,56
"AC108134.4",91,57,29,39,52,42,33,19
"AC108134.2",74,69,78,65,102,103,108,64
"AJ003147.2",167,127,162,149,137,121,175,121
"OR1F2P",36,32,21,18,26,30,33,18
"AC025283.2",324,225,366,349,420,321,509,373
"ZSCAN32",274,226,268,317,332,263,356,298
"ZNF174",124,120,90,118,88,91,129,105
"SLX4",917,787,1425,1259,655,638,1157,1005
"AC006111.3",219,172,151,173,204,184,163,141
"LINC02861",18,18,18,13,22,25,28,12
"AC012676.5",32,32,16,15,14,21,30,17
"VASN",2570,2499,2571,2213,2643,2558,3098,2334
"NMRAL1",155,138,136,101,102,107,131,97
"CDIP1",116,83,109,90,111,86,80,68
"SUB1P3",889,674,928,941,910,805,935,693
"UBALD1",766,617,816,752,791,712,869,685
"MGRN1",1362,1300,1813,1413,1741,1569,2336,1700
"AC020663.1",150,132,191,209,169,148,172,134
"AC020663.2",451,304,575,627,560,534,706,560
"UBN1",2340,1777,2052,2142,2751,2410,2800,2145
"NAGPA-AS1",1714,1503,1953,1661,1711,1580,2362,1754
"C16orf89",196,156,266,211,207,142,239,188
"RBFOX1",7818,5960,10213,11067,9912,9114,9424,8350
"AC074051.2",448,362,342,297,539,467,390,293
"RPS3AP48",171,134,146,103,133,128,148,100
"SNRPCP20",2009,1672,2297,2277,2226,1867,2396,1873
"AC009135.1",367,406,353,309,422,390,404,319
"AC006112.1",499,464,555,419,275,255,434,364
"AC018767.3",293,170,255,285,256,225,268,263
"RN7SL743P",3494,2802,3420,3351,3182,2993,3375,2766
"TMEM186",60,51,79,58,70,72,80,54
"CARHSP1",533,426,570,551,605,537,591,411
"AC022167.1",129,98,140,149,183,151,183,125
"LITAFD",2731,2154,3315,3201,2888,2457,3059,2490
"USP7",1128,1043,1439,1350,1208,1102,1376,1012
"LINC01177",1194,1028,1194,1067,1043,915,1121,879
"AC007221.1",65,40,67,54,97,85,109,74
"RNA5SP404",693,489,1010,1037,807,627,1185,909
"AC131649.2",20,17,28,20,28,31,25,14
"RNU6-633P",341,277,486,438,369,322,534,371
"MTCYBP33",674,572,501,423,610,536,517,382
"MTND4P34",73,64,46,51,50,55,59,36
"MTATP6P24",20,33,9,23,19,21,26,20
"DEXI",139,113,170,164,128,113,187,126
"RMI2",309,214,264,270,413,337,349,242
"SOCS1",666,581,754,646,585,557,724,563
"PRM1",395,315,239,227,150,166,230,170
"AC009121.5",215,153,233,251,222,168,271,202
"AC099489.2",26,16,19,19,17,20,25,13
"AC007613.2",2659,2244,1927,1757,1926,1762,2422,1770
"RSL1D1",224,190,264,200,207,187,323,204
"AC007216.2",2525,2292,2037,1804,2466,2262,2296,1809
"AC007216.5",4662,4037,4343,3658,4269,3854,4510,3254
"TNFRSF17",1073,817,1345,1412,1229,1068,1638,1226
"SNX29",648,590,477,442,527,472,508,381
"CPPED1",64,54,47,51,95,61,51,44
"MIR4718",1853,1641,1420,1202,1732,1618,1619,1224
"AC092324.1",34,38,39,34,26,17,20,19
"AC009134.1",2428,1941,3250,3204,2197,1837,3294,2605
"AC003009.1",74,60,56,41,104,101,84,63
"MIR365A",453,348,418,461,441,389,515,365
"PLA2G10",550,488,652,582,714,616,657,505
"AC136443.4",178,127,218,215,212,158,231,176
"NPIPA2",18,4,16,20,24,25,18,11
"AC136443.2",1020,896,995,917,1074,959,1049,856
"ABCC6P2",239,182,167,154,204,219,155,115
"NOMO1",158,128,163,200,200,212,211,172
"MIR6770-1",582,496,562,467,521,508,546,433
"PDXDC1",272,194,222,234,267,224,208,191
"AC137803.1",59,51,50,40,39,47,42,23
"MIR484",150,105,214,250,171,158,220,167
"AC026401.2",1224,930,948,824,707,698,881,709
"AC026401.3",156,152,213,161,174,141,184,160
"AF001548.2",54,45,33,45,52,48,49,26
"RPL17P40",2897,2333,3183,2880,2546,2396,3183,2659
"MIR3179-2",1153,916,1516,1423,1330,1160,1641,1222
"AC138969.3",236,162,243,204,186,144,279,189
"AC138969.1",786,582,831,845,915,806,913,710
"AC138969.4",335,266,395,335,352,358,394,280
"NPIPA7",24,22,21,22,9,8,18,11
"AC136619.2",69,57,86,68,97,82,101,67
"AC109446.2",2797,2489,2522,2188,2417,2162,2775,2133
"XYLT1",1357,1205,1664,1572,1274,1213,1686,1209
"AC109446.3",636,442,614,629,722,647,667,544
"AC099494.1",1085,762,974,995,956,800,996,905
"AC009152.3",200,182,273,266,343,246,364,265
"AC025277.1",616,413,430,415,635,540,519,414
"AC091489.1",521,367,503,551,492,354,508,386
"AC091489.2",961,767,1259,1215,1130,1031,1520,1269
"AC008785.1",149,159,293,240,212,163,329,258
"MIR6511A4",256,232,250,261,220,246,260,210
"AC126755.5",19,9,15,15,14,17,8,10
"PKD1P5",24,30,16,12,30,42,22,17
"AC136618.2",1285,1041,1205,1138,1073,941,1088,911
"RPS15A",50,48,49,54,9,20,23,15
"ARL6IP1",95,57,96,99,118,102,149,123
"AC099518.1",367,331,240,239,418,409,325,243
"AC099518.3",817,617,706,685,788,694,766,636
"AC130456.1",71,77,76,61,62,64,84,62
"AC130456.7",1230,1014,1226,1135,1285,1113,1124,843
"TMC5",17,16,25,21,12,9,26,20
"RNU4-46P",83,88,45,57,45,45,64,38
"AC130456.6",33,21,42,44,34,22,47,41
"CCP110",1744,1626,1478,1171,1513,1402,1454,1087
"IQCK",3528,3035,4016,3527,3299,2892,3856,2883
"AC027130.1",33,29,10,8,21,8,11,9
"GP2",358,246,502,558,253,206,355,346
"AC106796.1",87,48,91,120,103,78,129,102
"ACSM2B",1510,1023,1508,1533,1549,1291,1676,1437
"ACSM5P1",664,546,603,581,717,633,744,620
"ACSM3",70,54,56,58,83,52,70,46
"ACSM1",166,134,176,220,169,136,245,186
"REXO5",448,343,491,491,645,530,639,484
"DNAH3",19,19,13,8,23,28,27,19
"AF001550.1",226,148,224,236,316,254,242,175
"ZP2",272,212,289,297,316,225,375,336
"NPIPB3",42,23,47,40,24,21,43,44
"AC005632.6",22,24,12,10,32,25,19,12
"AC005632.5",991,809,963,954,1554,1320,1451,1152
"RNU6-196P",801,716,581,518,835,738,557,446
"SMG1P4",44084,34854,39803,39998,39973,33459,41210,31271
"AC092119.2",59,75,53,33,34,31,32,32
"PDZD9",4711,3870,5368,4650,4246,3841,4883,3525
"AC092119.3",221,236,207,181,253,248,246,204
"MFSD13B",601,482,787,769,595,559,738,622
"SMG1P1",252,188,261,265,198,121,237,203
"AC106788.1",342,254,477,532,333,297,493,376
"USP31",37,26,5,11,43,40,13,8
"AC099482.2",4364,3721,5157,4457,5054,4579,6191,4944
"AC099482.1",394,292,298,379,485,347,496,388
"AC008915.2",230,168,102,106,200,191,156,125
"GGA2",3060,2589,3823,3459,2614,2408,3743,3078
"AC008870.2",538,436,249,182,589,539,337,251
"PRKCB",171,119,142,164,161,131,114,93
"AC130454.1",83,75,97,60,68,51,83,55
"AC130448.2",1923,1858,2556,2177,2182,2081,2782,2158
"AC004125.1",12,9,17,10,18,12,22,7
"RNU7-24P",270,280,176,175,276,282,219,171
"RBBP6",836,810,629,549,633,577,702,548
"AC133552.4",293,227,302,292,237,232,232,175
"LCMT1-AS1",259,218,121,108,177,179,95,80
"AC133552.3",1221,1095,1000,789,1300,1094,1100,967
"LCMT1",90,66,81,73,89,61,93,77
"AC008741.1",1373,1121,1871,1776,1426,1345,1878,1573
"AC093524.1",2222,1776,3209,3034,2733,2419,3595,2728
"HMGN2P3",630,526,589,531,644,602,755,550
"NSMCE1",85,62,60,58,117,97,66,57
"AC016597.2",968,768,1029,950,1119,1022,1285,943
"GSG1L",3195,2720,2032,1766,2432,2344,2532,1842
"RNU6-159P",34,31,14,16,30,31,27,22
"TPRKBP2",2325,1924,1332,1205,2377,2138,1788,1347
"RNY1P10",589,449,670,598,666,583,697,523
"SBK1",33,26,71,55,41,23,67,49
"AC138904.1",543,453,413,387,512,469,442,389
"NPIPB6",2040,1773,1424,1261,1509,1406,1272,1065
"MIR6862-1",1723,1398,1607,1448,1310,1126,1652,1235
"SULT1A2",769,595,1084,1039,962,846,1299,1024
"AC020765.4",139,113,148,153,174,142,190,131
"AC133550.2",99,80,79,70,142,155,144,113
"MIR4721",411,377,422,346,375,326,471,335
"MIR4517",73,55,51,41,117,107,65,51
"AC109460.1",8,10,21,11,16,9,19,13
"AC109460.3",46,37,42,39,43,30,39,43
"LAT",18,10,15,34,14,12,17,23
"AC109460.4",15,10,11,14,21,17,11,11
"RRN3P2",102,102,89,69,100,86,96,84
"AC009093.8",14,10,15,11,18,17,14,8
"AC009093.7",140,122,133,116,39,27,69,57
"AC009093.4",278,214,140,162,336,274,150,119
"BOLA2-SMG1P6",128,103,157,208,173,170,202,128
"AC133555.4",1076,841,1131,1114,1088,975,1288,947
"SLX1B",31,27,24,30,16,26,34,25
"AC133555.2",64,61,80,70,82,68,115,77
"NPIPB12",407,329,419,417,342,310,464,377
"AC009086.1",1160,995,1222,1200,1935,1675,1721,1272
"RN7SKP127",265,285,214,227,277,255,251,203
"C16orf54",2993,2186,3334,3601,2682,2449,3777,2997
"AC009133.3",1389,1063,2236,2139,1096,939,2109,1552
"KIF22",6122,5449,5848,4840,5731,5402,6392,4900
"AC009133.5",14,15,24,11,8,14,14,11
"AC009133.6",3931,2564,3526,3428,3637,3135,4480,3843
"AC120114.2",118,137,144,134,240,204,226,155
"ASPHD1",30,22,22,11,44,46,35,27
"KCTD13",477,377,461,523,480,402,531,412
"TMEM219",340,267,184,161,275,213,201,155
"AC093512.2",1486,1086,1788,1854,1625,1363,1921,1544
"ALDOA",163,106,190,182,192,174,206,142
"AC093512.1",408,349,339,270,322,302,334,256
"PPP4C",344,237,229,301,284,236,249,272
"AC012645.1",46,27,23,22,32,21,39,22
"AC012645.3",112,90,63,69,81,60,102,86
"SLX1A",101,97,101,99,135,96,107,99
"SLX1A-SULT1A3",77,81,103,82,49,56,115,69
"AC106782.2",85,84,115,93,69,75,129,107
"CD2BP2",304,228,288,260,363,286,332,290
"CD2BP2-DT",66,51,37,38,51,28,33,35
"AC106782.5",23,9,16,18,26,16,20,14
"ZNF48",61,48,42,34,26,27,42,46
"ZNF771",353,233,354,476,397,329,438,381
"SNORA80C",907,646,1073,1137,765,683,1017,849
"DCTPP1",31,29,15,15,16,16,24,11
"RNU7-61P",314,243,391,459,400,295,498,386
"AC116348.2",95,83,99,100,30,28,65,30
"MIR4518",203,225,223,188,195,177,267,211
"ZNF747",25,13,18,13,14,5,15,9
"AC002310.3",8,10,43,31,34,37,59,53
"AC002310.2",533,502,336,311,632,618,512,429
"AC093249.5",1244,1028,1661,1415,1071,991,1511,1142
"AC106886.6",23,3,11,18,13,20,21,18
"TMEM265",42,35,66,40,41,36,60,34
"CCDC189",32,28,31,23,20,14,26,27
"RNF40",201,187,169,127,263,230,179,123
"AC106886.5",373,309,502,524,421,370,598,412
"AC106886.4",48,48,17,21,38,35,37,24
"MIR762HG",32,21,10,12,40,23,21,15
"MIR762",3515,3049,3818,3356,2635,2353,3855,2886
"CTF1",93,106,135,115,95,71,151,132
"FBXL19-AS1",210,195,135,123,256,242,197,157
"FBXL19",471,387,434,442,545,490,626,505
"AC135048.1",839,624,800,715,691,655,815,582
"AC135048.3",3618,3119,4754,4252,3615,3188,4227,3350
"HSD3B7",480,386,574,612,543,458,565,513
"STX1B",859,641,811,780,691,550,879,678
"STX4",33,38,65,78,21,18,50,39
"VKORC1",25,29,36,35,58,51,31,26
"NDUFA3P6",1249,1039,625,641,1226,1050,1180,882
"TRIM72",803,625,784,762,676,576,803,624
"ITGAM",957,791,844,861,1127,1010,1058,863
"ITGAD",1718,1195,1239,1268,1385,1135,1452,1098
"AC026471.4",1403,1304,1168,949,1576,1400,1371,1040
"TGFB1I1",282,238,290,274,272,261,335,248
"SLC5A2",1079,864,1294,1211,1262,1063,1852,1531
"AHSP",17,11,23,18,21,18,16,18
"AC106730.1",142,107,140,114,121,78,158,116
"FRG2KP",64,40,36,53,60,52,47,35
"ZNF720P1",364,318,428,418,327,306,458,331
"AC074050.1",987,795,1355,1213,1037,957,1488,1247
"AC074050.4",1943,1546,2428,1944,1696,1555,2342,1779
"RBM22P13",1058,948,1279,1066,1097,1014,1665,1259
"AC034105.2",9957,8190,12104,11918,11321,9972,13754,10290
